Continent,Country or State,Province or City,Shop Name,Shop Age,PC Make,PC Model,Customer Name,Customer Surname,Customer Contact Number,Customer Email Address,Sales Person Name,Sales Person Department,Cost Price,Sale Price,Discount Amount,Cost of Repairs,Total Sales per Employee,PC Market Price,Finance Amount,Credit Score,Channel,Priority,Payment Method,Storage Capacity,Storage Type,RAM,Purchase Date,Ship Date
Africa,Botswana,Kgalagadi,Mini Tech,3,Lenovo,IdeaPad 5,Amanda,Richardson,279.792.3458x52768,jacobschristopher@example.net,Karen Hale,Returns,11701,15813,254,0,732,12765,0,579,Online,High,Cash,256GB,HDD,16GB,10/17/2021,11/8/2021
Africa,Ghana,Ashanti,XYZ Tech,10,Lenovo,ThinkCentre M920 Tiny,Rebecca,Glenn,(927)053-7905x819,amber44@example.org,Stephen Harmon,Repairs,6829,10889,222,4614,163,8508,14942,741,Online,Medium,Finance,500GB,SSD,4GB,9/13/2022,10/5/2022
Africa,Egypt,Luxor,KyaSand Tech Gadgets,10,Apple,Apple MacBook Pro,Karen,Johnson,-9229,smithscott@example.org,Kelly Christian,Repairs,23497,26784,827,4343,346,23639,0,793,Online,High,Cash,500GB,SSD,16GB,1/25/2024,1/27/2024
Africa,Botswana,Southern,Benjis Tech,6,Apple,Apple Lisa,Kristen,Carter,+1-909-787-8384x7695,angelawarren@example.net,Michael Byrd,New Sales,8508,12198,583,0,746,11678,23850,536,Offline,Medium,Finance,256GB,HDD,16GB,11/12/2023,N/A
Africa,Botswana,Kweneng,GHI Machines,9,Lenovo,ThinkPad X1 Yoga,Jose,Simmons,043-308-8096x3251,bwood@example.net,Heather Singleton,New Sales,13931,18537,491,0,837,15732,0,456,Offline,Medium,Bank Transfer,1TB,SSD,16GB,4/24/2022,N/A
Africa,South Africa,Northern Cape,Mini Tech,7,Dell,Alienware,Shawn,Bird,(625)540-8673x286,daniel05@example.org,Thomas Barr,Repairs,8337,10463,889,3452,252,8342,35844,847,Online,High,Finance,500GB,HDD,16GB,4/24/2021,4/26/2021
North America,North Carolina,Kannapolis,GHI Machines,9,Lenovo,ThinkPad X1 Carbon,Stephanie,Parker,001-090-382-0766,jessicafrank@example.net,Robert Wood,Repairs,13817,17639,77,2405,680,17139,0,545,Offline,Low,Cash,256GB,SSD,4GB,1/5/2023,N/A
North America,Pennsylvania,Lebanon,CK Tech Store,10,Asus,ProArt StudioBook Pro X,Patrick,Schmidt,141-822-4599x12984,hillkyle@example.net,Michael Smith,Repairs,4685,7252,761,2643,72,6839,11937,793,Online,Low,Finance,500GB,HDD,4GB,11/12/2023,11/21/2023
Africa,Tanzania,Rukwa,Frankies Hardware and Software,2,Lenovo,ThinkPad T14,Jason,Gonzalez,877-678-0211x69260,gweaver@example.net,Aaron Taylor,Second-hand Sales,20383,22466,350,0,519,22411,7465,405,Online,Low,Finance,1TB,SSD,4GB,2/10/2023,3/11/2023
Africa,Kenya,Garissa,A & A PCs,4,Lenovo,IdeaPad Flex 5,Christopher,Elliott,001-115-120-0243x2330,maryhughes@example.net,David Ellis,Repairs,24106,26537,698,2847,716,25018,41765,466,Offline,High,Finance,500GB,HDD,16GB,9/4/2021,N/A
North America,Illinois,Champaign,Frankies Hardware and Software,7,HP,Probook,Jillian,Mahoney,410-239-4772x7267,pharmon@example.net,Kathleen Robinson,Repairs,13135,17767,837,2170,506,17562,34541,443,Online,Medium,Finance,500GB,SSD,16GB,4/8/2023,5/8/2023
North America,Pennsylvania,Hermitage,DEF Machines,5,Dell,Latitude,Lori,Peterson,310.421.8807,michealchen@example.net,Carol Wells,New Sales,23663,28454,789,0,93,27953,0,697,Online,Low,Bank Transfer,256GB,HDD,8GB,10/29/2023,11/3/2023
Africa,South Africa,Northern Cape,LJ Computers,6,MSI,GS66 Stealth,April,Oconnell,822-757-6249x948,danielle08@example.net,Thomas Barr,Returns,5277,7866,745,0,463,6969,0,545,Online,Low,Cash,500GB,SSD,8GB,8/9/2022,8/11/2022
Africa,Nigeria,Katsina,Western International PCs,3,Asus,ZenBook UX425,Charles,Wilkins,834-799-8330x20372,aperez@example.org,Mary Shaw,Returns,10244,14998,850,0,496,14988,0,848,Offline,Low,Cash,256GB,HDD,2GB,1/27/2023,N/A
Africa,Botswana,Kgalagadi,LJ Computers,6,HP,Spectre,Amanda,Davis,269.390.3498,jacksonkimberly@example.com,Karen Hale,Repairs,17463,21916,749,4368,663,20746,43166,668,Offline,Medium,Finance,1TB,HDD,8GB,12/14/2022,N/A
North America,New York,Garden City,GH PC Shop,9,Acer,Swift 3,Adam,Hahn,968.506.5549x538,corey49@example.org,Natalie Jimenez,Returns,26278,30017,160,0,920,28244,0,569,Online,Low,Bank Transfer,1TB,HDD,16GB,8/22/2023,9/19/2023
North America,Pennsylvania,Allentown,LJ Computers,4,Toshiba,Qosmio,Amanda,Brown,001-984-379-7555x7206,mschultz@example.net,Michael Smith,Returns,23968,27723,769,0,127,25544,0,752,Offline,Medium,Bank Transfer,500GB,SSD,8GB,12/21/2021,N/A
Africa,Egypt,Red Sea,Greens Laptops and PCs,1,Microsoft,Surface Go,Sharon,Herrera,798-772-1926x767,jordantara@example.org,Kelly Christian,New Sales,10698,13065,82,0,754,11764,33918,579,Offline,Medium,Finance,1TB,HDD,16GB,3/24/2023,N/A
Africa,Angola,Namibe,ABC Computers,1,Apple,Apple Macintosh Classic,Sheri,Benjamin,494.578.4656x405,natalieburke@example.net,Kenneth Willis,Repairs,17443,21807,338,2619,853,19973,0,784,Offline,Low,Bank Transfer,1TB,SSD,2GB,1/16/2023,N/A
North America,Georgia,Augusta,KyaSand Tech Gadgets,3,Lenovo,IdeaCentre AIO 3,Karen,May,465.194.2978x35510,cameronbarnes@example.com,Joe Thomas,Returns,13707,16378,608,0,251,16057,0,506,Online,High,Cash,256GB,SSD,8GB,3/21/2022,4/5/2022
North America,Illinois,Hoffman Estates,Jacks Hardware,8,Samsung,Notebook 9 Pro,Michael,Carpenter,267-734-2943x18063,jenniferlang@example.org,Ashley Jones,Second-hand Sales,27066,29975,54,0,368,29363,0,804,Online,Medium,Cash,256GB,HDD,8GB,3/18/2023,3/20/2023
North America,Pennsylvania,York,Ricks Computers,3,Toshiba,Tecra,Lauren,Reed,054-596-9403x540,ronaldmclean@example.com,Michael Smith,New Sales,3158,8023,10,0,918,6178,0,450,Offline,Low,Cash,256GB,SSD,4GB,10/4/2023,N/A
North America,Georgia,Rome,Greens Laptops and PCs,2,HP,Chromebook,Isabel,Evans,612-553-8796,johnnygordon@example.com,Michael Collins,New Sales,6654,9419,72,0,660,8048,0,453,Offline,High,Cash,256GB,HDD,8GB,9/22/2022,N/A
North America,Texas,Garland,XYZ Tech,9,Samsung,Notebook 9 Pro,Denise,Torres,3632647074,rherrera@example.net,Michael Koch,New Sales,22872,25687,544,0,876,24597,0,829,Online,Medium,Cash,500GB,SSD,8GB,4/15/2021,5/6/2021
North America,Georgia,Johns Creek,Ricks Computers,7,Lenovo,ThinkPad X13 Yoga,Michele,Baxter,408-819-5238x70392,stewartanthony@example.com,Michael Collins,Second-hand Sales,4603,7366,921,0,740,5260,0,819,Offline,High,Bank Transfer,256GB,SSD,4GB,4/20/2023,N/A
North America,Florida,Orlando,Frankies Hardware and Software,6,HP,ZBook,Richard,Baker,5676928592,reidjeff@example.org,William Macdonald,New Sales,8945,11921,410,0,217,10886,1129,719,Online,High,Finance,1TB,HDD,16GB,9/22/2023,9/25/2023
North America,California,Sacramento,Greens Laptops and PCs,6,Acer,Predator Triton 500,John,Owens,(775)393-0148x622,richardclark@example.com,Sean Rodriguez,New Sales,17793,20146,616,0,305,20018,0,792,Online,High,Cash,500GB,SSD,4GB,11/26/2023,11/27/2023
Africa,Ethiopia,Dire Dawa,LJ Computers,2,Samsung,Notebook 7 Spin,Cristian,Marsh,001-819-892-2802x1446,halljeffrey@example.org,Thomas Ramos,Repairs,22600,26945,82,1318,751,24406,0,452,Offline,High,Bank Transfer,256GB,SSD,2GB,5/23/2023,N/A
Africa,Tanzania,Geita,Mini Tech,3,HP,Pavilion,Suzanne,West,457-838-8166x6102,alisonhernandez@example.com,Dawn Perkins,New Sales,10558,13468,127,0,17,11539,0,794,Offline,High,Cash,256GB,SSD,16GB,8/30/2022,N/A
North America,Michigan,Warren,Jacks Hardware,8,MSI,GP65 Leopard,Kimberly,Welch,346-707-3808x435,smithanthony@example.com,Elizabeth Martinez,Repairs,29876,32659,770,2750,689,30365,0,544,Offline,High,Cash,256GB,SSD,4GB,6/27/2021,N/A
Africa,Kenya,Kakamega,ABC Computers,1,Dell,Chromebook,Alexa,Burch,001-170-839-1508x380,erickaufman@example.com,Jason Robinson,Second-hand Sales,10570,13530,364,0,555,13439,0,720,Online,High,Bank Transfer,500GB,HDD,16GB,1/3/2024,1/7/2024
Africa,South Africa,Limpopo,Ricks Computers,4,Dell,Inspiron,Charles,Sampson,609.727.2246x879,jennifer50@example.net,Mrs. Barbara Davenport,New Sales,6979,9132,49,0,676,7660,0,634,Offline,High,Cash,256GB,SSD,8GB,3/26/2022,N/A
North America,Pennsylvania,Reading,Mini Tech,5,Samsung,Galaxy Chromebook 2,Christopher,Newton,506.610.2851,anthonyadams@example.org,Michael Smith,New Sales,29937,34604,525,0,251,32551,0,833,Online,Medium,Bank Transfer,1TB,SSD,4GB,4/7/2022,4/8/2022
North America,New York,Schenectady,Benjis Tech,7,Apple,Apple Mac Mini,Jenny,Rodgers,877-259-0740x292,zhayes@example.com,Gabrielle Patterson,Returns,4075,6969,867,0,900,6521,5521,713,Offline,Medium,Finance,1TB,SSD,16GB,1/19/2023,N/A
Africa,Tanzania,Geita,LJ Computers,8,Microsoft,Surface Neo,Richard,Brown,(067)028-2258x12486,hernandezadam@example.com,Jennifer Morales,Second-hand Sales,7441,11158,190,0,802,10033,0,799,Offline,High,Bank Transfer,256GB,SSD,4GB,2/16/2024,N/A
Africa,Kenya,Kilifi,DEF Machines,3,Dell,Latitude,Rachel,Yu,000.646.1867,jason48@example.net,David Ellis,Returns,13708,18347,785,0,261,16856,0,472,Online,Medium,Cash,500GB,SSD,2GB,8/22/2021,9/12/2021
North America,Pennsylvania,Erie,S & A Computer Place,9,Dell,Inspiron,Roberta,Haynes,(683)811-4357x504,cheryl62@example.com,Julia Dodson,Repairs,11701,14987,677,4783,907,14727,29656,720,Offline,High,Finance,256GB,HDD,2GB,8/30/2022,N/A
North America,New York,Long Island City,Greens Laptops and PCs,10,Lenovo,IdeaPad Flex 5,Jenny,Goodwin,001-920-604-7117x66866,eric61@example.org,Victoria Hodges,Returns,18920,21876,297,0,947,20879,0,532,Offline,High,Cash,256GB,HDD,2GB,6/24/2023,N/A
Africa,Angola,Moxico,ABC Computers,10,Acer,Nitro 5,Valerie,Jones,713.531.3921,rodriguezleon@example.org,John Graham,New Sales,21475,24420,991,0,452,22704,0,556,Online,Low,Cash,256GB,SSD,2GB,10/2/2023,10/6/2023
North America,California,Modesto,Jacks Hardware,7,MSI,P65 Creator,Joshua,Davis,646.966.2862x464,juan85@example.net,Larry Smith,Second-hand Sales,22490,24606,722,0,287,22883,0,766,Offline,Low,Cash,1TB,HDD,8GB,6/7/2022,N/A
North America,Illinois,Tinley Park,ABC Computers,8,Dell,OptiPlex,Michael,Nunez,438-399-9134,btorres@example.com,Curtis Tucker,New Sales,11089,14189,710,0,851,13401,0,637,Offline,Medium,Bank Transfer,256GB,HDD,2GB,9/10/2021,N/A
Africa,Egypt,Beni Suef,GH PC Shop,6,Samsung,Notebook 7 Spin,Nicole,White,527.557.2760x48878,rebecca38@example.org,Jeffrey Nelson,Returns,12347,16803,491,0,723,14588,0,561,Online,Medium,Bank Transfer,500GB,HDD,2GB,3/25/2023,3/27/2023
North America,Florida,Plantation,Mini Tech,2,Toshiba,Libretto,Keith,Gonzalez,900.562.5549,gbaker@example.org,Raymond Larson,Returns,4925,7612,888,0,533,5456,0,479,Online,Medium,Bank Transfer,500GB,SSD,16GB,9/12/2023,10/10/2023
North America,Texas,San Antonio,ABC Computers,10,Dell,XPS,Julian,Murphy,728-854-0816x317,dmoore@example.net,Courtney Morgan,Repairs,26051,28600,255,1303,914,27266,0,657,Online,Low,Bank Transfer,256GB,SSD,2GB,9/30/2021,10/27/2021
Africa,Botswana,North-West,CK Tech Store,2,Lenovo,IdeaPad Flex 5,Heather,Martin,5130136313,leslie21@example.com,Karen Hale,New Sales,12961,16244,981,0,435,13375,14880,429,Offline,Medium,Finance,256GB,HDD,2GB,2/17/2024,N/A
Africa,Nigeria,Edo,KyaSand Tech Gadgets,6,Asus,ZenBook Flip S UX371,Ian,Johnson,(698)939-8043,daniel35@example.com,Timothy Leach,Second-hand Sales,9014,11829,416,0,889,10457,0,803,Offline,Medium,Bank Transfer,256GB,HDD,2GB,8/4/2022,N/A
North America,North Carolina,Wilson,Greens Laptops and PCs,9,MSI,GF63 Thin,Elizabeth,Howard,888-057-2156,hperez@example.net,Brittany Franklin,Repairs,29034,31107,850,3863,946,30428,0,470,Offline,High,Bank Transfer,256GB,HDD,16GB,6/7/2021,N/A
North America,California,Santa Clarita,Benjis Tech,4,Microsoft,Surface Laptop,Mark,Ray,1571224478,hannahbrown@example.org,Rachel Mitchell,Repairs,4843,9113,554,3938,775,9101,0,465,Offline,Medium,Cash,1TB,HDD,2GB,2/18/2022,N/A
North America,Michigan,Holland,ABC Computers,8,Toshiba,Qosmio,Joshua,Mueller,513-619-7050,melissavincent@example.net,Michael Gomez,New Sales,14989,18067,204,0,602,15582,0,637,Online,Medium,Bank Transfer,256GB,SSD,2GB,8/8/2022,8/25/2022
North America,California,Stockton,Benjis Tech,3,Lenovo,IdeaCentre AIO 3,Linda,Burton,001-371-228-8232x689,sharon14@example.com,Larry Smith,Returns,3746,7213,981,0,168,6385,0,619,Online,High,Bank Transfer,1TB,HDD,8GB,6/8/2023,6/14/2023
Africa,Angola,Huambo,Ricks Computers,7,Apple,Apple Lisa,Elizabeth,Ferguson,(405)941-0505,samantha16@example.org,Lori Anderson,Repairs,29848,34813,290,1559,507,31022,0,772,Online,High,Cash,500GB,HDD,8GB,5/20/2023,6/18/2023
Africa,Ghana,Upper West,ABC Computers,4,HP,Pavilion,Albert,Sims,7709969213,spierce@example.net,Amanda Hurley,Repairs,21322,25024,706,4941,914,21411,0,618,Offline,Medium,Cash,1TB,SSD,16GB,12/6/2021,N/A
North America,Georgia,Newnan,A & A PCs,7,Toshiba,Satellite,Robert,Chambers,280-634-1790,matthewsutton@example.org,Renee Howell,New Sales,5916,8426,976,0,286,7480,0,736,Offline,Medium,Cash,500GB,HDD,16GB,4/19/2021,N/A
Africa,Ethiopia,Harari,KyaSand Tech Gadgets,1,Toshiba,Libretto,Jordan,Davis,046.747.0728x86095,ubarton@example.org,Samuel Hurst,Repairs,18582,22387,769,1739,900,21814,40636,794,Online,Low,Finance,500GB,SSD,4GB,10/16/2021,10/23/2021
Africa,Kenya,Kiambu,Benjis Tech,4,Lenovo,ThinkPad P15s,Michelle,Wyatt,-10188,mcdanieljames@example.net,Danielle Cole,Repairs,23197,26063,741,3595,622,25059,19542,601,Online,Low,Finance,256GB,HDD,16GB,6/6/2022,7/4/2022
North America,California,San Jose,A & A PCs,2,Apple,Apple Power Mac G5,Jane,Kirby,731.567.7514x445,dustinbutler@example.net,Rachel Mitchell,New Sales,4414,9257,595,0,635,7640,0,551,Offline,Low,Cash,500GB,SSD,4GB,3/3/2022,N/A
Africa,Botswana,Kweneng,Benjis Tech,7,MSI,GP65 Leopard,Tara,Martin,023-166-6887x1827,guerraluis@example.com,Melissa Dunn,New Sales,11514,14529,791,0,794,11823,32413,485,Online,High,Finance,256GB,HDD,2GB,4/23/2023,5/4/2023
Africa,Kenya,Migori,KyaSand Tech Gadgets,10,Toshiba,Chromebook,Isaiah,Taylor,714.623.3892x1563,lance97@example.net,Cassandra Mcmillan,Repairs,29446,31823,632,1727,787,31194,0,754,Online,Low,Cash,500GB,SSD,4GB,7/14/2021,7/29/2021
North America,Michigan,Novi,LJ Computers,10,Apple,Apple Power Mac G5,Scott,Martin,483.409.3430,qtaylor@example.com,Elizabeth Martinez,Repairs,18286,20605,81,3207,488,19153,0,503,Offline,High,Bank Transfer,1TB,SSD,4GB,7/5/2021,N/A
Africa,South Africa,Free State,A & A PCs,1,Acer,Spin 5,Heidi,Little,(393)889-7341x58590,taylorjeffrey@example.net,Patricia Jones,Second-hand Sales,6566,9014,740,0,833,7167,0,825,Online,Medium,Cash,1TB,SSD,8GB,7/25/2021,8/5/2021
Africa,Egypt,North Sinai,Mini Tech,7,HP,Pavilion,Shawn,Benton,001-469-365-4829x9361,morenobenjamin@example.net,Jacob Hudson,Returns,9095,13788,847,0,540,13704,0,408,Online,High,Bank Transfer,256GB,HDD,2GB,7/26/2023,7/29/2023
North America,Ohio,Cleveland,ABC Computers,1,Acer,Predator Helios 300,Tiffany,Jackson,694.796.1560x9042,hbarry@example.net,Max Mccann,Returns,26438,28914,773,0,642,26623,23927,772,Offline,High,Finance,1TB,HDD,8GB,10/9/2022,N/A
North America,New York,Valley Stream,Frankies Hardware and Software,7,Apple,Apple Mac Mini,Ronnie,Brown,+1-701-098-9831x18746,christopher81@example.org,Gabrielle Patterson,Returns,17262,19733,80,0,261,17757,26163,814,Online,High,Finance,1TB,HDD,4GB,8/11/2023,9/8/2023
Africa,Kenya,Taita-Taveta,ABC Computers,10,Microsoft,Surface Book,Kathleen,Rodriguez,(483)325-5522x067,scottelliott@example.com,Misty Green,New Sales,15465,17639,94,0,238,17127,0,478,Online,Medium,Cash,500GB,HDD,2GB,3/15/2022,4/11/2022
Africa,Nigeria,Sokoto,Mini Tech,4,Acer,Aspire 7,Joshua,Elliott,001-694-320-7651x673,vanessa47@example.com,Mary Shaw,Returns,27878,32035,936,0,62,30878,0,800,Online,High,Cash,256GB,HDD,8GB,11/5/2022,11/17/2022
North America,Pennsylvania,Bethlehem,LJ Computers,7,Asus,ZenBook Flip S UX371,George,Brooks,+1-629-071-0315x222,john56@example.net,Carl Davis,Returns,10474,14267,191,0,204,12043,23751,584,Offline,High,Finance,256GB,SSD,4GB,6/6/2022,N/A
North America,Ohio,Cleveland,Benjis Tech,7,Apple,Apple Power Mac G5,Corey,Morris,+1-528-255-6442x24615,matthewpadilla@example.com,Mr. Nathan Douglas,Returns,29304,32399,262,0,790,32162,3355,557,Offline,Medium,Finance,256GB,HDD,8GB,9/7/2023,N/A
Africa,Ethiopia,Tigray,Frankies Hardware and Software,9,Acer,Aspire E 15,Christie,Davis,-8679,jason50@example.net,Steven Walls,Repairs,15864,19653,463,4287,917,17418,0,843,Offline,Medium,Cash,500GB,HDD,4GB,5/7/2023,N/A
North America,North Carolina,Jacksonville,Ricks Computers,7,HP,Elitebook,Angela,Gordon,(154)790-2424,qjones@example.net,Craig Wheeler,Repairs,21519,23950,670,4752,862,22114,0,766,Online,High,Cash,500GB,SSD,16GB,2/9/2023,3/4/2023
Africa,Egypt,North Sinai,KyaSand Tech Gadgets,1,Dell,Alienware,Charles,Hines,-2125,kthomas@example.net,Robert Hudson,New Sales,8636,10751,534,0,797,9232,3557,539,Offline,Low,Finance,256GB,HDD,2GB,1/23/2023,N/A
Africa,Tanzania,Mwanza,LJ Computers,7,Lenovo,ThinkPad X1 Carbon,Jonathan,Francis,001-013-204-2449,jenniferrose@example.com,Mary Fisher,New Sales,24624,26815,691,0,197,25440,0,765,Online,High,Bank Transfer,500GB,SSD,8GB,4/5/2023,4/6/2023
Africa,Morocco,El Hajeb,S & A Computer Place,1,Toshiba,Satellite,Timothy,Smith,001-054-446-0131x6485,yallen@example.com,Justin Kemp,Repairs,19576,24396,169,2778,135,20203,8580,742,Online,High,Finance,1TB,SSD,8GB,2/8/2023,2/13/2023
Africa,Egypt,Sohag,Jacks Hardware,10,Toshiba,Dynabook,Angela,Johnson,(731)321-1838x352,cartermelissa@example.net,Jacob Hudson,Repairs,17062,19324,591,3359,472,19140,0,809,Offline,High,Bank Transfer,256GB,HDD,8GB,7/7/2021,N/A
Africa,Angola,Cuanza Sul,Western International PCs,2,HP,Spectre,Richard,Green,001-441-183-7174x2840,susan52@example.net,Hector Robertson,Returns,11826,14148,392,0,63,13103,0,850,Offline,High,Cash,256GB,SSD,4GB,12/25/2022,N/A
Africa,Morocco,Marrakesh-Safi,Greens Laptops and PCs,6,Apple,Apple Macintosh Classic,Stephanie,Williams,001-268-811-3241x94923,msmith@example.org,Justin Kemp,New Sales,9935,13054,636,0,771,10900,0,555,Offline,Medium,Cash,1TB,SSD,16GB,4/3/2023,N/A
Africa,Morocco,Dakhla-Oued Ed-Dahab,GHI Machines,2,Acer,Swift 3,Sarah,Diaz,001-951-346-1751x808,thomasblankenship@example.com,John Whitney,Repairs,8118,12396,617,1357,365,10553,0,776,Online,High,Bank Transfer,500GB,SSD,8GB,2/9/2023,2/26/2023
Africa,Egypt,Aswan,ABC Computers,9,Acer,Predator Helios 300,Douglas,Mitchell,153.830.2138,matthewwoods@example.org,Kelly Christian,Returns,8591,12700,822,0,246,11342,17485,623,Online,High,Finance,500GB,HDD,2GB,7/11/2023,7/21/2023
North America,Texas,El Paso,ABC Computers,9,MSI,GL65 Leopard,Mary,Davis,280-148-7776,dianewalsh@example.com,Diana Rodriguez,New Sales,16165,20113,250,0,435,16650,43207,615,Offline,High,Finance,1TB,HDD,8GB,8/12/2023,N/A
Africa,Morocco,Meknes,S & A Computer Place,5,HP,Omen,Gina,Garcia,001-121-128-8806x82264,richardferguson@example.org,Kelly Mitchell,New Sales,7985,10627,772,0,700,10395,0,714,Online,Low,Cash,256GB,HDD,4GB,8/25/2023,9/23/2023
North America,Illinois,Champaign,KyaSand Tech Gadgets,2,Acer,Nitro 5,Penny,Stevens,458.100.3352x402,shelby78@example.org,Curtis Tucker,Second-hand Sales,7987,10819,35,0,801,8513,40133,688,Online,Medium,Finance,256GB,HDD,4GB,11/24/2021,12/10/2021
Africa,Ghana,Central,Greens Laptops and PCs,3,Microsoft,Surface Pro,Christina,Walter,001-120-278-9444x125,donald72@example.net,Diana Ashley MD,New Sales,27670,29804,417,0,626,29686,0,665,Online,Medium,Bank Transfer,1TB,SSD,2GB,9/28/2021,10/12/2021
Africa,Botswana,Southern,LJ Computers,7,MSI,GE76 Raider,Vicki,Woodward,+1-191-575-7999x2718,richard37@example.com,Heather Singleton,Repairs,16889,21514,329,1995,772,17195,2224,456,Online,Medium,Finance,1TB,SSD,2GB,8/25/2022,8/26/2022
Africa,Kenya,Kajiado,A & A PCs,3,Microsoft,Surface Neo,Brianna,Buck,348.375.7598x664,estesstephanie@example.org,Amy Johnson,Repairs,27432,32007,597,3339,968,31547,0,689,Offline,Low,Bank Transfer,500GB,SSD,2GB,1/8/2023,N/A
North America,Georgia,Dunwoody,DEF Machines,3,Samsung,Notebook 9 Pro,Derrick,Moreno,(843)704-3419x7899,jonathanparker@example.net,Michael Turner,New Sales,20559,23655,700,0,186,22923,12259,492,Offline,Low,Finance,500GB,HDD,4GB,7/20/2022,N/A
Africa,South Africa,Eastern Cape,CK Tech Store,1,Asus,VivoBook Flip 14,Hunter,Ortiz,-8707,mario91@example.org,Carol Smith,Returns,15918,19310,846,0,354,18777,0,449,Offline,High,Bank Transfer,1TB,SSD,16GB,1/8/2022,N/A
North America,Pennsylvania,Philadelphia,LJ Computers,6,Dell,OptiPlex,Angelica,Nelson,(166)634-6169x10834,jacksonnicholas@example.org,Lisa Graham,Repairs,22970,27058,447,3988,781,23678,18434,691,Offline,Medium,Finance,1TB,SSD,4GB,8/13/2023,N/A
North America,California,Glendale,CK Tech Store,6,Toshiba,Chromebook,Derek,Riley,+1-797-407-9122x549,krowe@example.net,Joe Black,Returns,28948,31484,614,0,26,28997,0,499,Offline,Medium,Cash,256GB,SSD,4GB,9/28/2023,N/A
North America,Florida,Palm Bay,ABC Computers,4,Toshiba,Libretto,Robert,Anderson,501.674.4011,zpugh@example.net,Mary Kidd,Repairs,18317,21966,218,3652,107,20455,12397,577,Offline,Low,Finance,500GB,SSD,8GB,5/16/2023,N/A
North America,Georgia,East Point,Jacks Hardware,10,Acer,Predator Triton 500,Marissa,Porter,914.912.7408,jmoore@example.org,Rebecca Brown,Repairs,6433,8634,713,1411,642,6587,0,500,Offline,High,Bank Transfer,256GB,SSD,16GB,12/26/2022,N/A
North America,New York,White Plains,Greens Laptops and PCs,1,Acer,Nitro 5,David,Johnston,586.574.2665x58783,shurley@example.com,Gabrielle Patterson,Returns,5168,8728,157,0,72,5984,0,635,Offline,Low,Cash,256GB,HDD,4GB,4/25/2023,N/A
North America,Florida,Plantation,CK Tech Store,5,Asus,Chromebook Flip C434,Russell,Cook,001-580-856-5337x867,yhawkins@example.org,Rachel Rowe,Repairs,21562,25993,222,1212,970,25344,0,540,Online,Medium,Cash,500GB,SSD,16GB,8/28/2021,9/11/2021
Africa,Nigeria,Delta,A & A PCs,10,HP,Probook,Paul,Nelson,517-280-7266x5242,matthew20@example.com,Mary Shaw,Repairs,13052,17037,995,2179,602,16555,0,771,Offline,Medium,Bank Transfer,1TB,HDD,16GB,6/22/2023,N/A
North America,Texas,Wichita Falls,KyaSand Tech Gadgets,8,Apple,Apple Mac Mini,Jason,Blackwell,180-239-6794x2888,david61@example.net,Michael Koch,Returns,28926,33398,230,0,594,32275,20544,442,Offline,Medium,Finance,500GB,HDD,8GB,4/9/2022,N/A
Africa,Ghana,Brong-Ahafo,S & A Computer Place,7,Apple,Apple PowerBook G4,Alyssa,Moore,001-678-971-3462x697,cynthiashort@example.net,Kevin Lee,New Sales,12538,16838,460,0,845,13616,0,576,Offline,High,Bank Transfer,500GB,HDD,4GB,4/27/2023,N/A
